id	features.plot	pct.exp	avg.exp.scaled
Precursor of exhausted CD8+ T (Tpex)	Ccr7	73.9696312364425	-0.707106781186545
Precursor of exhausted CD8+ T (Tpex)	Tcf7	90.6724511930586	0.707106781186547
Precursor of exhausted CD8+ T (Tpex)	Lef1	71.1496746203905	-0.707106781186548
Precursor of exhausted CD8+ T (Tpex)	Sell	68.2212581344902	-0.707106781186547
Precursor of exhausted CD8+ T (Tpex)	Slamf6	79.3926247288503	0.707106781186548
Precursor of exhausted CD8+ T (Tpex)	Cxcr3	52.7114967462039	0.707106781186548
Precursor of exhausted CD8+ T (Tpex)	Xcl1	26.4642082429501	0.707106781186548
Precursor of exhausted CD8+ T (Tpex)	Gzmk	18.763557483731	0.707106781186548
Precursor of exhausted CD8+ T (Tpex)	Pdcd1	29.175704989154	0.707106781186548
Precursor of exhausted CD8+ T (Tpex)	Havcr2	2.81995661605206	0.707106781186548
Precursor of exhausted CD8+ T (Tpex)	Tigit	31.236442516269	0.707106781186548
Precursor of exhausted CD8+ T (Tpex)	Lag3	44.6854663774403	0.707106781186547
Naive/memory CD8+ T	Ccr7	88.5992217898833	0.70710678118655
Naive/memory CD8+ T	Tcf7	86.6147859922179	-0.707106781186547
Naive/memory CD8+ T	Lef1	93.1322957198444	0.707106781186547
Naive/memory CD8+ T	Sell	85.7684824902724	0.707106781186548
Naive/memory CD8+ T	Slamf6	45.3112840466926	-0.707106781186548
Naive/memory CD8+ T	Cxcr3	10.9338521400778	-0.707106781186547
Naive/memory CD8+ T	Xcl1	3.60894941634241	-0.707106781186547
Naive/memory CD8+ T	Gzmk	0.262645914396887	-0.707106781186547
Naive/memory CD8+ T	Pdcd1	0.836575875486381	-0.707106781186548
Naive/memory CD8+ T	Havcr2	0.0972762645914397	-0.707106781186547
Naive/memory CD8+ T	Tigit	8.60894941634241	-0.707106781186547
Naive/memory CD8+ T	Lag3	1.20622568093385	-0.707106781186547
