id	features.plot	pct.exp	avg.exp.scaled
Tumor cell	Xcl1	0.224398453601961	-0.423055136754902
Tumor cell	Xcr1	0.0926863177921143	-0.305754160087014
CD8+ T cell	Xcl1	11.2406997788056	0.491879502292804
CD8+ T cell	Xcr1	0.140760104564649	-0.301482180410754
CD4+ T cell	Xcl1	1.23574144486692	-0.333479507683338
CD4+ T cell	Xcr1	0.190114068441065	-0.296984812928293
NK cell	Xcl1	29.5433706216761	2.5
NK cell	Xcr1	0.128369704749679	-0.303081575584042
Macrophage	Xcl1	0.617152585656523	-0.400447607486909
Macrophage	Xcr1	0.606512023834858	-0.288159419682067
Neutrophil	Xcl1	1.22887864823349	-0.393736007386543
Neutrophil	Xcr1	0	-0.307518200935814
cDC	Xcl1	1.39240506329114	-0.344189635139084
cDC	Xcr1	45.8227848101266	2.5
pDC	Xcl1	1.26582278481013	-0.337346687955707
pDC	Xcr1	0.316455696202532	-0.298420260646126
B cell	Xcl1	1.14942528735632	-0.419462891098236
B cell	Xcr1	0	-0.307518200935814
Fibroblast	Xcl1	2.54172989377845	-0.359508506676976
Fibroblast	Xcr1	0.341426403641882	-0.298624367075045
Endothelial cell	Xcl1	1.16648992576882	-0.389791201498425
Endothelial cell	Xcr1	0	-0.307518200935814
