id	features.plot	pct.exp	avg.exp.scaled
Naive/memory CD8+ T	Tcf7	31.4741035856574	1.96868196014455
Naive/memory CD8+ T	Tox	24.7011952191235	-0.818526854237334
Naive/memory CD8+ T	Tbx21	14.7410358565737	-1.8929754850179
Naive/memory CD8+ T	Eomes	6.17529880478088	-1.02456299350746
Naive/memory CD8+ T	Bcl2	52.7888446215139	1.94282768302703
Naive/memory CD8+ T	Id2	41.0358565737052	-1.62277951970791
Naive/memory CD8+ T	Lef1	30.6772908366534	1.93055660684532
Naive/memory CD8+ T	Pdcd1	26.8924302788845	-1.37155095746573
Naive/memory CD8+ T	Slamf6	20.3187250996016	1.81819470873443
Naive/memory CD8+ T	Havcr2	5.97609561752988	-1.0870729424318
Naive/memory CD8+ T	Cd101	2.98804780876494	-0.18705510902397
Naive/memory CD8+ T	Cxcr3	27.2908366533865	0.793438636638883
Naive/memory CD8+ T	Cxcr6	23.7051792828685	-1.27350522442407
Naive/memory CD8+ T	S1pr1	18.1274900398406	2.02411099795275
Naive/memory CD8+ T	S1pr5	0	-0.518165791741659
Naive/memory CD8+ T	Il2	1.19521912350598	1.81172642105082
Naive/memory CD8+ T	Tnf	12.7490039840637	-0.368140665449283
Naive/memory CD8+ T	Ifng	17.7290836653386	-1.70566507126136
Naive/memory CD8+ T	Gzma	12.5498007968127	-0.383325271780775
Naive/memory CD8+ T	Gzmb	41.6334661354582	-1.26290228824842
Naive/memory CD8+ T	Prf1	9.56175298804781	-1.08402625906447
Precursor of exhausted CD8+ T (Tpex)	Tcf7	14.9425287356322	0.0321347380769391
Precursor of exhausted CD8+ T (Tpex)	Tox	72.9885057471264	1.22851772772941
Precursor of exhausted CD8+ T (Tpex)	Tbx21	35.0574712643678	-0.216159978577455
Precursor of exhausted CD8+ T (Tpex)	Eomes	13.5057471264368	-0.254168640038313
Precursor of exhausted CD8+ T (Tpex)	Bcl2	45.6896551724138	0.0547447744339206
Precursor of exhausted CD8+ T (Tpex)	Id2	76.7241379310345	-0.484336640625532
Precursor of exhausted CD8+ T (Tpex)	Lef1	6.60919540229885	-0.609996257787672
Precursor of exhausted CD8+ T (Tpex)	Pdcd1	89.6551724137931	0.776332971891658
Precursor of exhausted CD8+ T (Tpex)	Slamf6	16.6666666666667	0.391601099091933
Precursor of exhausted CD8+ T (Tpex)	Havcr2	32.7586206896552	-0.357256368880372
Precursor of exhausted CD8+ T (Tpex)	Cd101	7.18390804597701	1.5585196034097
Precursor of exhausted CD8+ T (Tpex)	Cxcr3	4.88505747126437	-0.627835369077504
Precursor of exhausted CD8+ T (Tpex)	Cxcr6	53.448275862069	-0.675366337413264
Precursor of exhausted CD8+ T (Tpex)	S1pr1	0.574712643678161	-0.480905567717379
Precursor of exhausted CD8+ T (Tpex)	S1pr5	0	-0.518165791741659
Precursor of exhausted CD8+ T (Tpex)	Il2	0	-0.723867768499683
Precursor of exhausted CD8+ T (Tpex)	Tnf	29.8850574712644	0.729546123487771
Precursor of exhausted CD8+ T (Tpex)	Ifng	50.5747126436782	0.405524488876083
Precursor of exhausted CD8+ T (Tpex)	Gzma	4.88505747126437	-0.52087996001847
Precursor of exhausted CD8+ T (Tpex)	Gzmb	62.9310344827586	-0.745352678747694
Precursor of exhausted CD8+ T (Tpex)	Prf1	69.2528735632184	0.075399509814748
Effector-like CD8+ T (Tef)	Tcf7	1.09529025191676	-0.625370648418866
Effector-like CD8+ T (Tef)	Tox	60.2409638554217	0.745194772208343
Effector-like CD8+ T (Tef)	Tbx21	31.8729463307777	0.680749691687127
Effector-like CD8+ T (Tef)	Eomes	12.7929901423877	0.376721499255279
Effector-like CD8+ T (Tef)	Bcl2	23.1325301204819	-0.569314463499491
Effector-like CD8+ T (Tef)	Id2	88.0832420591457	0.634209743107815
Effector-like CD8+ T (Tef)	Lef1	4.60021905805038	-0.554679194570968
Effector-like CD8+ T (Tef)	Pdcd1	80.0438116100767	0.721915351788214
Effector-like CD8+ T (Tef)	Slamf6	1.42387732749179	-0.746346251131609
Effector-like CD8+ T (Tef)	Havcr2	59.539978094195	0.639908627430714
Effector-like CD8+ T (Tef)	Cd101	3.48302300109529	-0.166338001957255
Effector-like CD8+ T (Tef)	Cxcr3	4.27163198247536	-0.578145280626038
Effector-like CD8+ T (Tef)	Cxcr6	77.9846659364732	1.06744226071743
Effector-like CD8+ T (Tef)	S1pr1	0.284775465498357	-0.469944564453481
Effector-like CD8+ T (Tef)	S1pr5	0.0438116100766703	0.0934502157532968
Effector-like CD8+ T (Tef)	Il2	0	-0.723867768499683
Effector-like CD8+ T (Tef)	Tnf	17.5465498357065	-0.314767223807579
Effector-like CD8+ T (Tef)	Ifng	57.7656078860898	0.881499901730366
Effector-like CD8+ T (Tef)	Gzma	6.46221248630887	-0.328395797603147
Effector-like CD8+ T (Tef)	Gzmb	90.0547645125958	0.0274208887681134
Effector-like CD8+ T (Tef)	Prf1	80.13143483023	0.177611927438248
Exhausted CD8+ T (Tex)	Tcf7	0.0946969696969697	-0.672086072191273
Exhausted CD8+ T (Tex)	Tox	65.625	0.339889969911685
Exhausted CD8+ T (Tex)	Tbx21	41.4772727272727	0.864276410833553
Exhausted CD8+ T (Tex)	Eomes	15.530303030303	0.0132478807493295
Exhausted CD8+ T (Tex)	Bcl2	24.4318181818182	-0.80186063803261
Exhausted CD8+ T (Tex)	Id2	94.6969696969697	1.2166206293463
Exhausted CD8+ T (Tex)	Lef1	4.73484848484848	-0.662484542602227
Exhausted CD8+ T (Tex)	Pdcd1	90.3409090909091	0.967836382490184
Exhausted CD8+ T (Tex)	Slamf6	1.13636363636364	-0.790445423056773
Exhausted CD8+ T (Tex)	Havcr2	83.4280303030303	1.6685840310369
Exhausted CD8+ T (Tex)	Cd101	2.08333333333333	-1.22357078890776
Exhausted CD8+ T (Tex)	Cxcr3	1.04166666666667	-0.728109818914868
Exhausted CD8+ T (Tex)	Cxcr6	86.6477272727273	0.925414538226855
Exhausted CD8+ T (Tex)	S1pr1	0.0946969696969697	-0.493792561274919
Exhausted CD8+ T (Tex)	S1pr5	0	-0.518165791741659
Exhausted CD8+ T (Tex)	Il2	0	-0.723867768499683
Exhausted CD8+ T (Tex)	Tnf	18.844696969697	-0.924429671048134
Exhausted CD8+ T (Tex)	Ifng	66.3825757575758	0.692218888326493
Exhausted CD8+ T (Tex)	Gzma	5.39772727272727	-0.411064326056378
Exhausted CD8+ T (Tex)	Gzmb	98.5795454545455	1.35825541986727
Exhausted CD8+ T (Tex)	Prf1	95.7386363636364	1.73654328543144
ISG+ CD8+ T	Tcf7	5.51020408163265	-0.223008055152461
ISG+ CD8+ T	Tox	13.7755102040816	-1.46597082248965
ISG+ CD8+ T	Tbx21	21.3265306122449	0.267647493074896
ISG+ CD8+ T	Eomes	4.79591836734694	-0.849571192434194
ISG+ CD8+ T	Bcl2	21.2244897959184	-0.141243249432941
ISG+ CD8+ T	Id2	70.3061224489796	-0.201080200956339
ISG+ CD8+ T	Lef1	12.9591836734694	0.221207855127444
ISG+ CD8+ T	Pdcd1	38.3163265306122	-1.02647663316513
ISG+ CD8+ T	Slamf6	5.96938775510204	-0.0790990705625541
ISG+ CD8+ T	Havcr2	19.234693877551	-0.680673145024385
ISG+ CD8+ T	Cd101	2.75510204081633	0.720229577728222
ISG+ CD8+ T	Cxcr3	35.7142857142857	1.67968129286735
ISG+ CD8+ T	Cxcr6	61.9387755102041	0.658181019418755
ISG+ CD8+ T	S1pr1	2.60204081632653	-0.14985249207024
ISG+ CD8+ T	S1pr5	0	-0.518165791741659
ISG+ CD8+ T	Il2	0.408163265306122	0.381107588054413
ISG+ CD8+ T	Tnf	18.5204081632653	1.66227778852694
ISG+ CD8+ T	Ifng	41.1734693877551	0.425627543160797
ISG+ CD8+ T	Gzma	11.9897959183673	-0.39350888390217
ISG+ CD8+ T	Gzmb	77.6530612244898	-0.325152109978722
ISG+ CD8+ T	Prf1	30.3061224489796	-0.878253659069963
Proliferating CD8+ T	Tcf7	6.08989850169164	-0.480351922458884
Proliferating CD8+ T	Tox	62.9289511841469	-0.0291047931224544
Proliferating CD8+ T	Tbx21	51.8608023199613	0.296461867999779
Proliferating CD8+ T	Eomes	30.401159980667	1.73833344597536
Proliferating CD8+ T	Bcl2	43.2092798453359	-0.485154106495909
Proliferating CD8+ T	Id2	93.3784436926051	0.457365988835661
Proliferating CD8+ T	Lef1	19.3330111164814	-0.324604467011893
Proliferating CD8+ T	Pdcd1	71.4354760753987	-0.0680571155392045
Proliferating CD8+ T	Slamf6	5.84823586273562	-0.59390506307543
Proliferating CD8+ T	Havcr2	53.214113098115	-0.183490202131053
Proliferating CD8+ T	Cd101	4.83325277912035	-0.701785281248932
Proliferating CD8+ T	Cxcr3	8.84485258579024	-0.539029460887821
Proliferating CD8+ T	Cxcr6	62.8806186563557	-0.702166256525707
Proliferating CD8+ T	S1pr1	1.20831319478009	-0.429615812436731
Proliferating CD8+ T	S1pr5	0.241662638956017	1.97921295121334
