id	features.plot	pct.exp	avg.exp.scaled
Tumor cell	Vim	99.8785718264357	2.06433433867234
Tumor cell	Krt20	57.6148833064112	2.5
Tumor cell	Birc5	33.1821979613435	1.22134489910273
Tumor cell	Ptprc	5.17907870550883	-1.18939458338687
Tumor cell	Cd3d	1.28892107168718	-0.492317404799587
Tumor cell	Cd3e	1.52843535899293	-0.478393187812479
Tumor cell	Cd8a	1.01487216621178	-0.385243094121049
Tumor cell	Cd4	0.141480532501532	-0.479319805095242
Tumor cell	Ncr1	0.610482927644405	-0.319579345639745
Tumor cell	Klrd1	1.39586698601905	-0.57554428677196
Tumor cell	Tyrobp	17.4076755973932	-0.794142919438611
Tumor cell	Fcgr3	7.2522698156297	-0.546857596791379
Tumor cell	Lyz2	55.4592547206595	-0.396489816693486
Tumor cell	Apoe	33.117584804768	-0.386036118434757
Tumor cell	C1qa	25.6380549211831	-0.370911485021525
Tumor cell	S100a9	1.94285077702891	-0.303716319638657
Tumor cell	S100a8	1.02935442544422	-0.30570374732628
Tumor cell	G0s2	0.541413691305074	-0.304492542676711
Tumor cell	Cd74	47.0573163259622	-0.695231968165184
Tumor cell	H2-Aa	22.0208321728959	-0.575948035463778
Tumor cell	Ccr7	0.326407842700384	-0.512234739995762
Tumor cell	Klk1	0.170445050966412	-0.31399806110735
Tumor cell	Siglech	0.104717874449953	-0.334192443589861
Tumor cell	Irf8	6.36439592268702	-0.768808047188022
Tumor cell	Cd79a	0.650587645518855	-0.304133051855256
Tumor cell	Ms4a1	0.018938338996268	-0.306071373101154
Tumor cell	Cd19	0.0133682392914833	-0.306195565914937
Tumor cell	Col3a1	34.4198741157467	-0.288434487712843
Tumor cell	Col1a1	44.6164986353256	-0.27845860134627
Tumor cell	Pecam1	1.63538127332479	-0.436259181219102
Tumor cell	Cdh5	0.53584359160029	-0.333895009132989
Tumor cell	Cd93	1.80471230435025	-0.406104333785426
CD8+ T cell	Vim	99.1809523809524	-0.801564525338133
CD8+ T cell	Krt20	8.32380952380952	-0.513362511352468
CD8+ T cell	Birc5	27.3238095238095	2.26976610645457
CD8+ T cell	Ptprc	82.4761904761905	0.376577210977106
CD8+ T cell	Cd3d	86.2952380952381	2.26853798946515
CD8+ T cell	Cd3e	91.3714285714286	2.30870419393733
CD8+ T cell	Cd8a	79.3714285714286	2.5
CD8+ T cell	Cd4	1.82857142857143	-0.35640702740339
CD8+ T cell	Ncr1	4.95238095238095	-0.230089762090021
CD8+ T cell	Klrd1	79.2761904761905	2.21173791781356
CD8+ T cell	Tyrobp	28.4952380952381	-0.710339551742858
CD8+ T cell	Fcgr3	9.4952380952381	-0.489216548011139
CD8+ T cell	Lyz2	62.5333333333333	-0.33138216972823
CD8+ T cell	Apoe	43.4571428571429	-0.322485507053238
CD8+ T cell	C1qa	29.6761904761905	-0.312412193155389
CD8+ T cell	S100a9	2.22857142857143	-0.302533861715417
CD8+ T cell	S100a8	1.17142857142857	-0.304041669954256
CD8+ T cell	G0s2	1	-0.302428647093986
CD8+ T cell	Cd74	46.8571428571429	-0.680497327566712
CD8+ T cell	H2-Aa	24.4095238095238	-0.560974419812433
CD8+ T cell	Ccr7	7.36190476190476	-0.34824711705882
CD8+ T cell	Klk1	0.152380952380952	-0.314036117733206
CD8+ T cell	Siglech	0.152380952380952	-0.333766071937778
CD8+ T cell	Irf8	55.6571428571429	-0.329426939108946
CD8+ T cell	Cd79a	0.0952380952380952	-0.304415689346623
CD8+ T cell	Ms4a1	0.0285714285714286	-0.305835368474958
CD8+ T cell	Cd19	0.0380952380952381	-0.305550008527786
CD8+ T cell	Col3a1	8.53333333333333	-0.311426221864205
CD8+ T cell	Col1a1	8.48571428571429	-0.312780525594521
CD8+ T cell	Pecam1	11.0095238095238	-0.36007823827077
CD8+ T cell	Cdh5	0.39047619047619	-0.333309843458725
CD8+ T cell	Cd93	2.03809523809524	-0.393581409159792
CD4+ T cell	Vim	97.1946230274693	-0.278073217994644
CD4+ T cell	Krt20	7.48100526008182	-0.185518287746008
CD4+ T cell	Birc5	9.05902980713033	-0.492298816277108
CD4+ T cell	Ptprc	70.8357685563998	0.702816542736885
CD4+ T cell	Cd3d	71.4202220923436	1.7442841207382
CD4+ T cell	Cd3e	83.5184102863822	1.69528843784911
CD4+ T cell	Cd8a	4.26651081239041	-0.241439510498115
CD4+ T cell	Cd4	30.2746931618936	2.34977700200462
CD4+ T cell	Ncr1	0.409117475160725	-0.318476659979693
CD4+ T cell	Klrd1	6.01987142022209	-0.404616358631744
CD4+ T cell	Tyrobp	17.5336060783168	-0.746721525161236
CD4+ T cell	Fcgr3	7.42255990648743	-0.452326606936799
CD4+ T cell	Lyz2	49.9707773232028	-0.29004079946731
CD4+ T cell	Apoe	32.6709526592636	-0.303656800896766
CD4+ T cell	C1qa	23.8457042665108	-0.281533030945891
CD4+ T cell	S100a9	2.22092343658679	-0.299905618479922
CD4+ T cell	S100a8	1.16890707188778	-0.302388312536301
CD4+ T cell	G0s2	0.526008182349503	-0.301058307672269
CD4+ T cell	Cd74	37.6972530683811	-0.658512266148355
CD4+ T cell	H2-Aa	20.572764465225	-0.54145030062431
CD4+ T cell	Ccr7	17.9427235534775	0.215299991789763
CD4+ T cell	Klk1	0.409117475160725	-0.312998772816482
CD4+ T cell	Siglech	0.116890707188778	-0.333313945781877
CD4+ T cell	Irf8	17.0075978959673	-0.668974258053563
CD4+ T cell	Cd79a	0.175336060783168	-0.304004133916501
CD4+ T cell	Ms4a1	0	-0.306306749775974
CD4+ T cell	Cd19	0	-0.306631452742051
CD4+ T cell	Col3a1	10.0526008182349	-0.305187455246134
CD4+ T cell	Col1a1	9.40970192869667	-0.304285435699374
CD4+ T cell	Pecam1	14.7282291057861	-0.203316732521904
CD4+ T cell	Cdh5	0.409117475160725	-0.327371232848204
CD4+ T cell	Cd93	1.34424313267095	-0.388210157339431
NK cell	Vim	97.5351501475438	-0.969771130935291
NK cell	Krt20	7.1515361916334	-0.612049676364385
NK cell	Birc5	12.4110397500434	-0.356305951969854
NK cell	Ptprc	89.8628710293352	1.6281282743694
NK cell	Cd3d	7.98472487415379	-0.318576288350347
NK cell	Cd3e	7.03002950876584	-0.338233136233385
NK cell	Cd8a	3.22860614476653	-0.290043825053523
NK cell	Cd4	0.156222877972574	-0.477453933866846
NK cell	Ncr1	77.2261760111092	2.5
NK cell	Klrd1	76.6012844992189	1.72750035169719
NK cell	Tyrobp	94.2371116125673	0.722183821776918
NK cell	Fcgr3	25.0998090609269	-0.321978745097959
NK cell	Lyz2	48.1513626106579	-0.360122603062952
NK cell	Apoe	29.508765839264	-0.354143645528173
NK cell	C1qa	21.8191286235029	-0.339757106297409
NK cell	S100a9	1.87467453567089	-0.302512600926976
NK cell	S100a8	1.28449921888561	-0.304019552845628
NK cell	G0s2	1.35393160909564	-0.29975304376878
NK cell	Cd74	36.6255858357924	-0.683464274419589
NK cell	H2-Aa	19.3022044783892	-0.561343311979415
NK cell	Ccr7	2.43013365735115	-0.482056016128378
NK cell	Klk1	0.069432390210033	-0.314192282426406
NK cell	Siglech	0.121506682867558	-0.333877561440254
NK cell	Irf8	86.269744835966	0.909093383762075
NK cell	Cd79a	0.225655268182607	-0.304429131723972
NK cell	Ms4a1	0.0173580975525082	-0.306075768222575
NK cell	Cd19	0.0173580975525082	-0.306282479123433
NK cell	Col3a1	10.58843950703	-0.309174549943174
NK cell	Col1a1	9.09564311751432	-0.311915631777828
NK cell	Pecam1	35.8097552508245	-0.0748465038776149
NK cell	Cdh5	0.277729560840132	-0.335215956252525
NK cell	Cd93	2.69050512063878	-0.389396176168698
Macrophage	Vim	99.7078959379279	0.332424071547327
Macrophage	Krt20	12.9347329986308	-0.345867361541723
Macrophage	Birc5	15.0798722044728	-0.33513966187961
Macrophage	Ptprc	66.3623916020082	-0.355792369109739
Macrophage	Cd3d	2.59242355089	-0.475782942586291
Macrophage	Cd3e	2.98950251026928	-0.463535039134993
Macrophage	Cd8a	2.17708808763122	-0.366020547822742
Macrophage	Cd4	0.76220903696942	-0.457133180926906
Macrophage	Ncr1	0.944774075764491	-0.312364479297232
Macrophage	Klrd1	3.21314468279325	-0.547567126445202
Macrophage	Tyrobp	92.4463715198539	0.695377478058071
Macrophage	Fcgr3	82.9438612505705	2.41425006083611
Macrophage	Lyz2	97.4714742126883	2.5
Macrophage	Apoe	84.1350981287083	2.5
Macrophage	C1qa	71.9032405294386	2.5
Macrophage	S100a9	2.93929712460064	-0.299984572517138
Macrophage	S100a8	8.99132816065723	-0.285248149166449
Macrophage	G0s2	0.940209949794614	-0.300735152556318
Macrophage	Cd74	87.8822455499772	0.96774810122025
Macrophage	H2-Aa	72.5102692834322	0.660597321233583
Macrophage	Ccr7	0.419899589228663	-0.508405118129019
Macrophage	Klk1	0.200821542674578	-0.31404424941512
Macrophage	Siglech	0.14148790506618	-0.333810518468056
Macrophage	Irf8	62.852578731173	-0.456648793284807
Macrophage	Cd79a	0.14148790506618	-0.304254498140194
Macrophage	Ms4a1	0.0547695116385212	-0.304934470182502
Macrophage	Cd19	0.0182565038795071	-0.30584705514052
Macrophage	Col3a1	11.1273391145596	-0.31033610799693
Macrophage	Col1a1	12.3048836147878	-0.310324406082083
Macrophage	Pecam1	9.96348699224099	-0.364814973640394
Macrophage	Cdh5	0.91738931994523	-0.327758890254189
Macrophage	Cd93	38.2245549977179	0.272811221567607
Neutrophil	Vim	92.4256651017214	-0.451599008393339
Neutrophil	Krt20	10.0782472613459	0.108736810375204
Neutrophil	Birc5	7.57433489827856	-0.494881287344121
Neutrophil	Ptprc	40.9076682316119	-0.177614939038194
Neutrophil	Cd3d	3.50547730829421	-0.417565083569197
Neutrophil	Cd3e	0.970266040688576	-0.470724591019183
Neutrophil	Cd8a	0.81377151799687	-0.368200264171437
Neutrophil	Cd4	0.0312989045383412	-0.481364453850796
Neutrophil	Ncr1	0.500782472613459	-0.312561870609754
Neutrophil	Klrd1	1.22065727699531	-0.556464337577995
Neutrophil	Tyrobp	90.547730829421	0.747977007879177
Neutrophil	Fcgr3	51.0485133020344	1.54487178215106
Neutrophil	Lyz2	57.5899843505477	-0.19769533542433
Neutrophil	Apoe	24.4444444444444	-0.325341185125959
Neutrophil	C1qa	20.3755868544601	-0.278721135736865
Neutrophil	S100a9	89.7026604068858	2.5
Neutrophil	S100a8	81.4397496087637	2.5
Neutrophil	G0s2	78.528951486698	2.5
Neutrophil	Cd74	37.0892018779343	-0.661385725878103
Neutrophil	H2-Aa	18.3411580594679	-0.538738964836074
